t,x,y,vx,vy,pitch,roll,engine_out
401.00,8020.00,15.66,20.00,-1.07,0.0278,0.0440,0
401.20,8024.00,15.40,20.00,-0.89,0.0236,0.0460,0
401.40,8028.00,15.15,20.00,-0.71,0.0286,0.0386,0
401.60,8032.00,14.93,20.00,-0.52,0.0232,0.0527,0
401.80,8036.00,14.73,20.00,-0.32,0.0178,0.0367,0
402.00,8040.00,14.56,20.00,-0.12,0.0223,0.0429,0
402.20,8044.00,14.41,20.00,0.08,0.0196,0.0447,0
402.40,8048.00,14.29,20.00,0.28,0.0139,0.0511,0
402.60,8052.00,14.20,20.00,0.47,0.0083,0.0433,0
402.80,8056.00,14.14,20.00,0.66,0.0068,0.0538,0
403.00,8060.00,14.10,20.00,0.85,0.0045,0.0551,0
403.20,8064.00,14.10,20.00,1.02,-0.0001,0.0557,0
403.40,8068.00,14.12,20.00,1.19,-0.0090,0.0442,0
403.60,8072.00,14.17,20.00,1.35,-0.0120,0.0517,0
403.80,8076.00,14.25,20.00,1.49,-0.0110,0.0538,0
404.00,8080.00,14.35,20.00,1.61,-0.0121,0.0437,0
404.20,8084.00,14.47,20.00,1.72,-0.0140,0.0438,0
404.40,8088.00,14.62,20.00,1.82,-0.0212,0.0443,0
404.60,8092.00,14.78,20.00,1.89,-0.0200,0.0393,0
404.80,8096.00,14.96,20.00,1.95,-0.0231,0.0541,0
405.00,8100.00,15.15,20.00,1.98,-0.0278,0.0432,0
405.20,8104.00,15.36,20.00,2.00,-0.0239,0.0344,0
405.40,8108.00,15.57,20.00,2.00,-0.0334,0.0461,0
405.60,8112.00,15.79,20.00,1.97,-0.0302,0.0294,0
405.80,8116.00,16.01,20.00,1.93,-0.0309,0.0385,0
406.00,8120.00,16.23,20.00,1.87,-0.0347,0.0297,0
406.20,8124.00,16.45,20.00,1.79,-0.0262,0.0395,0
406.40,8128.00,16.67,20.00,1.69,-0.0308,0.0331,0
406.60,8132.00,16.87,20.00,1.57,-0.0232,0.0343,0
406.80,8136.00,17.07,20.00,1.44,-0.0246,0.0281,0
407.00,8140.00,17.25,20.00,1.29,-0.0193,0.0290,0
407.20,8144.00,17.41,20.00,1.14,-0.0190,0.0259,0
407.40,8148.00,17.56,20.00,0.97,-0.0148,0.0149,0
407.60,8152.00,17.69,20.00,0.79,-0.0116,0.0144,0
407.80,8156.00,17.80,20.00,0.60,-0.0066,0.0156,0
408.00,8160.00,17.89,20.00,0.40,-0.0037,0.0005,0
408.20,8164.00,17.95,20.00,0.21,-0.0036,-0.0069,0
408.40,8168.00,17.99,20.00,0.01,-0.0050,0.0084,0
408.60,8172.00,18.01,20.00,-0.19,0.0001,0.0002,0
408.80,8176.00,18.00,20.00,-0.39,0.0025,0.0001,0
409.00,8180.00,17.97,20.00,-0.58,0.0063,-0.0000,0
409.20,8184.00,17.92,20.00,-0.77,0.0140,-0.0140,0
409.40,8188.00,17.84,20.00,-0.95,0.0217,-0.0074,0
409.60,8192.00,17.74,20.00,-1.12,0.0225,-0.0189,0
409.80,8196.00,17.62,20.00,-1.28,0.0247,-0.0213,0
410.00,8200.00,17.48,20.00,-1.43,0.0262,-0.0201,0
410.20,8204.00,17.33,20.00,-1.56,0.0251,-0.0275,0
410.40,8208.00,17.16,20.00,-1.68,0.0325,-0.0345,0
410.60,8212.00,16.98,20.00,-1.78,0.0327,-0.0211,0
410.80,8216.00,16.79,20.00,-1.86,0.0318,-0.0279,0
411.00,8220.00,16.59,20.00,-1.93,0.0278,-0.0388,0
411.20,8224.00,16.38,20.00,-1.97,0.0331,-0.0367,0
411.40,8228.00,16.17,20.00,-1.99,0.0281,-0.0330,0
411.60,8232.00,15.97,20.00,-2.00,0.0282,-0.0410,0
411.80,8236.00,15.76,20.00,-1.98,0.0286,-0.0436,0
412.00,8240.00,15.56,20.00,-1.95,0.0234,-0.0445,0
412.20,8244.00,15.37,20.00,-1.89,0.0269,-0.0439,0
412.40,8248.00,15.19,20.00,-1.82,0.0163,-0.0469,0
412.60,8252.00,15.03,20.00,-1.73,0.0155,-0.0465,0
412.80,8256.00,14.88,20.00,-1.62,0.0125,-0.0486,0
413.00,8260.00,14.75,20.00,-1.50,0.0138,-0.0459,0
413.20,8264.00,14.64,20.00,-1.36,0.0070,-0.0589,0
413.40,8268.00,14.55,20.00,-1.20,0.0030,-0.0496,0
413.60,8272.00,14.48,20.00,-1.04,0.0005,-0.0458,0
413.80,8276.00,14.44,20.00,-0.86,-0.0062,-0.0421,0
414.00,8280.00,14.43,20.00,-0.68,-0.0081,-0.0565,0
414.20,8284.00,14.44,20.00,-0.49,-0.0105,-0.0461,0
414.40,8288.00,14.48,20.00,-0.29,-0.0125,-0.0457,0
414.60,8292.00,14.54,20.00,-0.09,-0.0205,-0.0410,0
414.80,8296.00,14.63,20.00,0.11,-0.0184,-0.0453,0
415.00,8300.00,14.75,20.00,0.31,-0.0185,-0.0418,0
415.20,8304.00,14.90,20.00,0.50,-0.0286,-0.0386,0
415.40,8308.00,15.06,20.00,0.69,-0.0216,-0.0487,0
415.60,8312.00,15.26,20.00,0.88,-0.0313,-0.0374,0
415.80,8316.00,15.47,20.00,1.05,-0.0240,-0.0334,0
416.00,8320.00,15.70,20.00,1.22,-0.0312,-0.0403,0
416.20,8324.00,15.95,20.00,1.37,-0.0316,-0.0300,0
416.40,8328.00,16.21,20.00,1.51,-0.0269,-0.0435,0
416.60,8332.00,16.49,20.00,1.63,-0.0294,-0.0274,0
416.80,8336.00,16.77,20.00,1.74,-0.0267,-0.0194,0
417.00,8340.00,17.06,20.00,1.83,-0.0301,-0.0234,0
417.20,8344.00,17.35,20.00,1.90,-0.0285,-0.0149,0
417.40,8348.00,17.64,20.00,1.95,-0.0225,-0.0226,0
417.60,8352.00,17.93,20.00,1.99,-0.0220,-0.0168,0
417.80,8356.00,18.21,20.00,2.00,-0.0163,-0.0231,0
418.00,8360.00,18.49,20.00,1.99,-0.0146,-0.0132,0
418.20,8364.00,18.74,20.00,1.97,-0.0074,-0.0179,0
418.40,8368.00,18.99,20.00,1.92,-0.0113,-0.0112,0
418.60,8372.00,19.21,20.00,1.85,-0.0089,-0.0087,0
418.80,8376.00,19.41,20.00,1.77,-0.0014,0.0011,0
419.00,8380.00,19.59,20.00,1.67,0.0001,-0.0037,0
419.20,8384.00,19.74,20.00,1.55,0.0091,0.0065,0
419.40,8388.00,19.86,20.00,1.42,0.0106,0.0171,0
419.60,8392.00,19.94,20.00,1.27,0.0088,0.0063,0
419.80,8396.00,20.00,20.00,1.11,0.0151,0.0117,0
420.00,8400.00,20.02,20.00,0.94,0.0219,0.0093,0
420.20,8404.00,20.01,20.00,0.75,0.0243,0.0102,0
420.40,8408.00,19.96,20.00,0.57,0.0237,0.0167,0
420.60,8412.00,19.88,20.00,0.37,0.0248,0.0149,0
420.80,8416.00,19.76,20.00,0.17,0.0268,0.0188,0
421.00,8420.00,19.60,20.00,-0.03,0.0299,0.0290,0
421.20,8424.00,19.41,20.00,-0.23,0.0257,0.0413,0
421.40,8428.00,19.19,20.00,-0.42,0.0330,0.0288,0
421.60,8432.00,18.94,20.00,-0.62,0.0262,0.0344,0
421.80,8436.00,18.65,20.00,-0.80,0.0266,0.0467,0
422.00,8440.00,18.34,20.00,-0.98,0.0277,0.0452,0
422.20,8444.00,18.01,20.00,-1.15,0.0265,0.0369,0
422.40,8448.00,17.65,20.00,-1.31,0.0227,0.0445,0
422.60,8452.00,17.28,20.00,-1.45,0.0221,0.0377,0
422.80,8456.00,16.89,20.00,-1.58,0.0172,0.0447,0
423.00,8460.00,16.48,20.00,-1.70,0.0225,0.0560,0
423.20,8464.00,16.07,20.00,-1.79,0.0184,0.0484,0
423.40,8468.00,15.66,20.00,-1.87,0.0144,0.0492,0
423.60,8472.00,15.24,20.00,-1.93,0.0133,0.0516,0
423.80,8476.00,14.83,20.00,-1.98,0.0074,0.0432,0
424.00,8480.00,14.42,20.00,-2.00,0.0003,0.0577,0
424.20,8484.00,14.03,20.00,-2.00,0.0009,0.0437,0
424.40,8488.00,13.65,20.00,-1.98,-0.0084,0.0440,0
424.60,8492.00,13.30,20.00,-1.94,-0.0054,0.0558,0
424.80,8496.00,12.96,20.00,-1.88,-0.0078,0.0537,0
425.00,8500.00,12.66,20.00,-1.81,-0.0150,0.0399,0
425.20,8504.00,12.38,20.00,-1.71,-0.0220,0.0379,0
425.40,8508.00,12.13,20.00,-1.60,-0.0236,0.0390,0
425.60,8512.00,11.93,20.00,-1.47,-0.0258,0.0490,0
425.80,8516.00,11.76,20.00,-1.33,-0.0232,0.0464,0
426.00,8520.00,11.63,20.00,-1.18,-0.0313,0.0520,0
426.20,8524.00,11.54,20.00,-1.01,-0.0247,0.0389,0
426.40,8528.00,11.50,20.00,-0.83,-0.0322,0.0389,0
426.60,8532.00,11.50,20.00,-0.64,-0.0314,0.0277,0
426.80,8536.00,11.54,20.00,-0.45,-0.0335,0.0275,0
427.00,8540.00,11.64,20.00,-0.26,-0.0333,0.0388,0
427.20,8544.00,11.77,20.00,-0.06,-0.0278,0.0368,0
427.40,8548.00,11.96,20.00,0.14,-0.0317,0.0310,0
427.60,8552.00,12.18,20.00,0.34,-0.0270,0.0330,0
427.80,8556.00,12.45,20.00,0.54,-0.0233,0.0126,0
428.00,8560.00,12.76,20.00,0.73,-0.0230,0.0159,0
428.20,8564.00,13.10,20.00,0.91,-0.0170,0.0100,0
428.40,8568.00,13.48,20.00,1.08,-0.0165,0.0241,0
428.60,8572.00,13.89,20.00,1.24,-0.0141,0.0089,0
428.80,8576.00,14.33,20.00,1.39,-0.0124,-0.0003,0
429.00,8580.00,14.80,20.00,1.53,-0.0078,-0.0022,0
429.20,8584.00,15.28,20.00,1.65,-0.0024,0.0044,0
429.40,8588.00,15.78,20.00,1.76,0.0001,0.0055,0
429.60,8592.00,16.30,20.00,1.84,0.0016,0.0057,0
429.80,8596.00,16.82,20.00,1.91,0.0037,-0.0107,0
430.00,8600.00,17.34,20.00,1.96,0.0096,-0.0030,0
430.20,8604.00,17.86,20.00,1.99,0.0173,-0.0207,0
430.40,8608.00,18.38,20.00,2.00,0.0214,-0.0059,0
430.60,8612.00,18.88,20.00,1.99,0.0211,-0.0165,0
430.80,8616.00,19.37,20.00,1.96,0.0233,-0.0245,0
431.00,8620.00,19.84,20.00,1.91,0.0279,-0.0311,0
431.20,8624.00,20.28,20.00,1.84,0.0270,-0.0300,0
431.40,8628.00,20.70,20.00,1.75,0.0267,-0.0302,0
431.60,8632.00,21.08,20.00,1.65,0.0338,-0.0329,0
431.80,8636.00,21.42,20.00,1.53,0.0327,-0.0391,0
432.00,8640.00,21.72,20.00,1.39,0.0255,-0.0406,0
432.20,8644.00,21.98,20.00,1.24,0.0267,-0.0373,0
432.40,8648.00,22.20,20.00,1.08,0.0245,-0.0385,0
432.60,8652.00,22.36,20.00,0.91,0.0284,-0.0495,0
432.80,8656.00,22.48,20.00,0.72,0.0242,-0.0480,0
433.00,8660.00,22.54,20.00,0.53,0.0211,-0.0539,0
433.20,8664.00,22.56,20.00,0.34,0.0228,-0.0365,0
433.40,8668.00,22.51,20.00,0.14,0.0223,-0.0413,0
433.60,8672.00,22.42,20.00,-0.06,0.0135,-0.0543,0
433.80,8676.00,22.28,20.00,-0.26,0.0154,-0.0459,0
434.00,8680.00,22.08,20.00,-0.46,0.0112,-0.0499,0
434.20,8684.00,21.83,20.00,-0.65,0.0112,-0.0596,0
434.40,8688.00,21.54,20.00,-0.83,0.0028,-0.0511,0
434.60,8692.00,21.20,20.00,-1.01,0.0024,-0.0527,0
434.80,8696.00,20.81,20.00,-1.18,-0.0038,-0.0550,0
435.00,8700.00,20.39,20.00,-1.33,-0.0108,-0.0423,0
435.20,8704.00,19.93,20.00,-1.48,-0.0069,-0.0523,0
435.40,8708.00,19.44,20.00,-1.60,-0.0155,-0.0562,0
435.60,8712.00,18.92,20.00,-1.71,-0.0191,-0.0387,0
435.80,8716.00,18.38,20.00,-1.81,-0.0208,-0.0513,0
436.00,8720.00,17.82,20.00,-1.89,-0.0208,-0.0480,0
436.20,8724.00,17.24,20.00,-1.94,-0.0285,-0.0427,0
436.40,8728.00,16.66,20.00,-1.98,-0.0300,-0.0425,0
436.60,8732.00,16.07,20.00,-2.00,-0.0235,-0.0384,0
436.80,8736.00,15.48,20.00,-2.00,-0.0243,-0.0393,0
437.00,8740.00,14.90,20.00,-1.97,-0.0275,-0.0428,0
437.20,8744.00,14.33,20.00,-1.93,-0.0295,-0.0280,0
437.40,8748.00,13.78,20.00,-1.87,-0.0297,-0.0387,0
437.60,8752.00,13.25,20.00,-1.79,-0.0267,-0.0272,0
437.80,8756.00,12.75,20.00,-1.70,-0.0292,-0.0271,0
438.00,8760.00,12.28,20.00,-1.58,-0.0274,-0.0307,0
438.20,8764.00,11.84,20.00,-1.45,-0.0231,-0.0318,0
438.40,8768.00,11.44,20.00,-1.31,-0.0197,-0.0278,0
438.60,8772.00,11.09,20.00,-1.15,-0.0250,-0.0117,0
438.80,8776.00,10.78,20.00,-0.98,-0.0216,-0.0249,0
439.00,8780.00,10.52,20.00,-0.80,-0.0179,-0.0099,0
439.20,8784.00,10.31,20.00,-0.61,-0.0136,-0.0007,0
439.40,8788.00,10.15,20.00,-0.42,-0.0082,-0.0153,0
439.60,8792.00,10.05,20.00,-0.22,-0.0056,0.0052,0
439.80,8796.00,10.00,20.00,-0.02,0.0032,0.0064,0
440.00,8800.00,10.01,20.00,0.18,0.0054,0.0064,0
440.20,8804.00,10.08,20.00,0.37,0.0067,0.0053,0
440.40,8808.00,10.20,20.00,0.57,0.0075,0.0128,0
440.60,8812.00,10.37,20.00,0.76,0.0101,0.0193,0
440.80,8816.00,10.60,20.00,0.94,0.0143,0.0092,0
441.00,8820.00,10.88,20.00,1.11,0.0213,0.0195,0
441.20,8824.00,11.21,20.00,1.27,0.0211,0.0129,0
441.40,8828.00,11.58,20.00,1.42,0.0215,0.0210,0
441.60,8832.00,11.99,20.00,1.55,0.0242,0.0239,0
441.80,8836.00,12.44,20.00,1.67,0.0282,0.0223,0
442.00,8840.00,12.93,20.00,1.77,0.0262,0.0365,0
442.20,8844.00,13.45,20.00,1.86,0.0294,0.0367,0
442.40,8848.00,13.99,20.00,1.92,0.0291,0.0272,0
442.60,8852.00,14.55,20.00,1.97,0.0313,0.0288,0
442.80,8856.00,15.13,20.00,1.99,0.0287,0.0423,0
443.00,8860.00,15.72,20.00,2.00,0.0313,0.0493,0
443.20,8864.00,16.32,20.00,1.99,0.0229,0.0329,0
443.40,8868.00,16.91,20.00,1.95,0.0240,0.0468,0
443.60,8872.00,17.50,20.00,1.90,0.0253,0.0398,0
443.80,8876.00,18.08,20.00,1.83,0.0217,0.0414,0
444.00,8880.00,18.65,20.00,1.74,0.0212,0.0431,0
444.20,8884.00,19.19,20.00,1.63,0.0165,0.0530,0
444.40,8888.00,19.71,20.00,1.51,0.0136,0.0540,0
444.60,8892.00,20.20,20.00,1.37,0.0101,0.0455,0
444.80,8896.00,20.66,20.00,1.22,0.0079,0.0471,0
445.00,8900.00,21.08,20.00,1.05,0.0049,0.0412,0
445.20,8904.00,21.45,20.00,0.88,-0.0053,0.0455,0
445.40,8908.00,21.79,20.00,0.69,-0.0042,0.0571,0
445.60,8912.00,22.07,20.00,0.50,-0.0107,0.0514,0
445.80,8916.00,22.31,20.00,0.30,-0.0093,0.0400,0
446.00,8920.00,22.50,20.00,0.11,-0.0204,0.0576,0
446.20,8924.00,22.63,20.00,-0.09,-0.0225,0.0556,0
446.40,8928.00,22.71,20.00,-0.29,-0.0213,0.0448,0
446.60,8932.00,22.73,20.00,-0.49,-0.0233,0.0468,0
446.80,8936.00,22.70,20.00,-0.68,-0.0286,0.0443,0
447.00,8940.00,22.62,20.00,-0.86,-0.0318,0.0362,0
447.20,8944.00,22.49,20.00,-1.04,-0.0276,0.0439,0
447.40,8948.00,22.30,20.00,-1.21,-0.0308,0.0341,0
447.60,8952.00,22.06,20.00,-1.36,-0.0298,0.0268,0
447.80,8956.00,21.78,20.00,-1.50,-0.0286,0.0270,0
448.00,8960.00,21.46,20.00,-1.62,-0.0299,0.0316,0
448.20,8964.00,21.09,20.00,-1.73,-0.0314,0.0286,0
448.40,8968.00,20.69,20.00,-1.82,-0.0267,0.0327,0
448.60,8972.00,20.25,20.00,-1.90,-0.0246,0.0248,0
448.80,8976.00,19.78,20.00,-1.95,-0.0254,0.0291,0
449.00,8980.00,19.29,20.00,-1.98,-0.0238,0.0090,0
449.20,8984.00,18.78,20.00,-2.00,-0.0189,0.0228,0
449.40,8988.00,18.26,20.00,-1.99,-0.0108,0.0193,0
449.60,8992.00,17.72,20.00,-1.97,-0.0100,0.0004,0
449.80,8996.00,17.17,20.00,-1.92,-0.0081,0.0056,0
450.00,9000.00,16.63,20.00,-1.86,-0.0102,0.0023,0
450.20,9004.00,16.09,20.00,-1.78,-0.0013,-0.0017,0
450.40,9008.00,15.55,20.00,-1.68,0.0032,-0.0048,0
450.60,9012.00,15.03,20.00,-1.56,0.0102,0.0034,0
450.80,9016.00,14.53,20.00,-1.43,0.0050,-0.0042,0
451.00,9020.00,14.05,20.00,-1.28,0.0128,-0.0153,0
451.20,9024.00,13.60,20.00,-1.12,0.0190,-0.0100,0
451.40,9028.00,13.18,20.00,-0.95,0.0227,-0.0223,0
451.60,9032.00,12.79,20.00,-0.77,0.0192,-0.0219,0
451.80,9036.00,12.43,20.00,-0.58,0.0250,-0.0169,0
452.00,9040.00,12.12,20.00,-0.39,0.0274,-0.0256,0
452.20,9044.00,11.85,20.00,-0.19,0.0253,-0.0257,0
452.40,9048.00,11.62,20.00,0.01,0.0242,-0.0226,0
452.60,9052.00,11.44,20.00,0.21,0.0321,-0.0239,0
452.80,9056.00,11.30,20.00,0.41,0.0320,-0.0263,0
453.00,9060.00,11.21,20.00,0.60,0.0346,-0.0270,0
453.20,9064.00,11.17,20.00,0.79,0.0296,-0.0419,0
453.40,9068.00,11.18,20.00,0.97,0.0304,-0.0473,0
453.60,9072.00,11.24,20.00,1.14,0.0251,-0.0414,0
453.80,9076.00,11.34,20.00,1.30,0.0303,-0.0429,0
454.00,9080.00,11.48,20.00,1.44,0.0219,-0.0449,0
454.20,9084.00,11.67,20.00,1.57,0.0229,-0.0533,0
454.40,9088.00,11.89,20.00,1.69,0.0156,-0.0415,0
454.60,9092.00,12.16,20.00,1.79,0.0173,-0.0452,0
454.80,9096.00,12.46,20.00,1.87,0.0169,-0.0474,0
455.00,9100.00,12.79,20.00,1.93,0.0093,-0.0468,0
455.20,9104.00,13.15,20.00,1.97,0.0015,-0.0584,0
455.40,9108.00,13.53,20.00,2.00,-0.0021,-0.0413,0
455.60,9112.00,13.94,20.00,2.00,0.0011,-0.0554,0
455.80,9116.00,14.36,20.00,1.98,-0.0065,-0.0520,0
456.00,9120.00,14.79,20.00,1.95,-0.0076,-0.0592,0
456.20,9124.00,15.24,20.00,1.89,-0.0167,-0.0522,0
456.40,9128.00,15.68,20.00,1.81,-0.0185,-0.0472,0
456.60,9132.00,16.13,20.00,1.72,-0.0224,-0.0538,0
456.80,9136.00,16.57,20.00,1.61,-0.0252,-0.0404,0
457.00,9140.00,17.00,20.00,1.48,-0.0241,-0.0537,0
457.20,9144.00,17.42,20.00,1.34,-0.0271,-0.0447,0
457.40,9148.00,17.83,20.00,1.19,-0.0304,-0.0428,0
457.60,9152.00,18.21,20.00,1.02,-0.0251,-0.0478,0
457.80,9156.00,18.57,20.00,0.85,-0.0285,-0.0429,0
458.00,9160.00,18.91,20.00,0.66,-0.0313,-0.0281,0
458.20,9164.00,19.22,20.00,0.47,-0.0297,-0.0371,0
458.40,9168.00,19.49,20.00,0.27,-0.0292,-0.0296,0
458.60,9172.00,19.74,20.00,0.07,-0.0253,-0.0246,0
458.80,9176.00,19.94,20.00,-0.13,-0.0277,-0.0189,0
459.00,9180.00,20.11,20.00,-0.33,-0.0246,-0.0274,0
459.20,9184.00,20.25,20.00,-0.52,-0.0194,-0.0182,0
459.40,9188.00,20.34,20.00,-0.71,-0.0172,-0.0265,0
459.60,9192.00,20.40,20.00,-0.89,-0.0201,-0.0104,0
459.80,9196.00,20.42,20.00,-1.07,-0.0209,-0.0222,0
460.00,9200.00,20.40,20.00,-1.23,-0.0090,-0.0092,0
460.20,9204.00,20.35,20.00,-1.38,-0.0054,-0.0095,0
460.40,9208.00,20.26,20.00,-1.52,-0.0102,-0.0098,0
460.60,9212.00,20.13,20.00,-1.64,-0.0046,0.0063,0
460.80,9216.00,19.97,20.00,-1.75,0.0040,-0.0017,0
461.00,9220.00,19.79,20.00,-1.84,0.0053,0.0072,0
461.20,9224.00,19.57,20.00,-1.91,0.0068,0.0108,0
461.40,9228.00,19.34,20.00,-1.96,0.0114,0.0005,0
461.60,9232.00,19.08,20.00,-1.99,0.0164,0.0170,0
461.80,9236.00,18.80,20.00,-2.00,0.0219,0.0132,0
462.00,9240.00,18.50,20.00,-1.99,0.0185,0.0116,0
462.20,9244.00,18.19,20.00,-1.96,0.0233,0.0268,0
462.40,9248.00,17.88,20.00,-1.91,0.0250,0.0236,0
462.60,9252.00,17.56,20.00,-1.85,0.0282,0.0310,0
462.80,9256.00,17.23,20.00,-1.76,0.0304,0.0290,0
463.00,9260.00,16.91,20.00,-1.66,0.0256,0.0212,0
463.20,9264.00,16.60,20.00,-1.54,0.0266,0.0291,0
463.40,9268.00,16.29,20.00,-1.40,0.0341,0.0455,0
463.60,9272.00,15.99,20.00,-1.25,0.0341,0.0452,0
463.80,9276.00,15.70,20.00,-1.09,0.0277,0.0302,0
464.00,9280.00,15.44,20.00,-0.92,0.0298,0.0457,0
464.20,9284.00,15.19,20.00,-0.74,0.0289,0.0393,0
464.40,9288.00,14.96,20.00,-0.55,0.0285,0.0499,0
464.60,9292.00,14.76,20.00,-0.35,0.0232,0.0509,0
464.80,9296.00,14.58,20.00,-0.16,0.0175,0.0567,0
465.00,9300.00,14.43,20.00,0.04,0.0136,0.0479,0
465.20,9304.00,14.31,20.00,0.24,0.0184,0.0539,0
465.40,9308.00,14.21,20.00,0.44,0.0084,0.0478,0
465.60,9312.00,14.14,20.00,0.63,0.0109,0.0496,0
465.80,9316.00,14.11,20.00,0.82,0.0078,0.0400,0
466.00,9320.00,14.10,20.00,1.00,0.0031,0.0433,0
466.20,9324.00,14.12,20.00,1.17,-0.0020,0.0487,0
466.40,9328.00,14.16,20.00,1.32,-0.0093,0.0522,0
466.60,9332.00,14.23,20.00,1.47,-0.0144,0.0534,0
466.80,9336.00,14.33,20.00,1.59,-0.0131,0.0391,0
467.00,9340.00,14.45,20.00,1.71,-0.0156,0.0576,0
467.20,9344.00,14.59,20.00,1.80,-0.0173,0.0513,0
467.40,9348.00,14.75,20.00,1.88,-0.0254,0.0437,0
467.60,9352.00,14.93,20.00,1.94,-0.0267,0.0482,0
467.80,9356.00,15.12,20.00,1.98,-0.0291,0.0337,0
468.00,9360.00,15.33,20.00,2.00,-0.0308,0.0487,0
468.20,9364.00,15.54,20.00,2.00,-0.0256,0.0352,0
468.40,9368.00,15.76,20.00,1.98,-0.0274,0.0337,0
468.60,9372.00,15.98,20.00,1.94,-0.0301,0.0456,0
468.80,9376.00,16.20,20.00,1.88,-0.0297,0.0244,0
469.00,9380.00,16.42,20.00,1.80,-0.0270,0.0364,0
469.20,9384.00,16.63,20.00,1.70,-0.0256,0.0354,0
469.40,9388.00,16.84,20.00,1.59,-0.0298,0.0346,0
469.60,9392.00,17.04,20.00,1.46,-0.0293,0.0201,0
469.80,9396.00,17.22,20.00,1.32,-0.0220,0.0299,0
470.00,9400.00,17.39,20.00,1.16,-0.0216,0.0134,0
470.20,9404.00,17.54,20.00,0.99,-0.0134,0.0111,0
470.40,9408.00,17.67,20.00,0.81,-0.0124,0.0087,0
470.60,9412.00,17.78,20.00,0.63,-0.0138,0.0044,0
470.80,9416.00,17.87,20.00,0.44,-0.0029,-0.0011,0
471.00,9420.00,17.94,20.00,0.24,-0.0085,-0.0059,0
471.20,9424.00,17.99,20.00,0.04,-0.0051,-0.0007,0
471.40,9428.00,18.01,20.00,-0.16,0.0020,-0.0060,0
471.60,9432.00,18.00,20.00,-0.36,0.0106,-0.0069,0
471.80,9436.00,17.98,20.00,-0.55,0.0064,-0.0121,0
472.00,9440.00,17.93,20.00,-0.74,0.0095,-0.0027,0
472.20,9444.00,17.85,20.00,-0.92,0.0120,-0.0171,0
472.40,9448.00,17.76,20.00,-1.10,0.0162,-0.0140,0
472.60,9452.00,17.64,20.00,-1.26,0.0259,-0.0237,0
472.80,9456.00,17.51,20.00,-1.41,0.0290,-0.0300,0
473.00,9460.00,17.36,20.00,-1.54,0.0213,-0.0296,0
473.20,9464.00,17.19,20.00,-1.66,0.0265,-0.0283,0
473.40,9468.00,17.01,20.00,-1.76,0.0327,-0.0287,0
473.60,9472.00,16.82,20.00,-1.85,0.0325,-0.0235,0
473.80,9476.00,16.62,20.00,-1.92,0.0306,-0.0299,0
474.00,9480.00,16.41,20.00,-1.96,0.0316,-0.0385,0
474.20,9484.00,16.21,20.00,-1.99,0.0304,-0.0360,0
474.40,9488.00,16.00,20.00,-2.00,0.0241,-0.0452,0
474.60,9492.00,15.79,20.00,-1.99,0.0248,-0.0502,0
474.80,9496.00,15.59,20.00,-1.96,0.0298,-0.0504,0
475.00,9500.00,15.40,20.00,-1.90,0.0275,-0.0470,0
475.20,9504.00,15.22,20.00,-1.83,0.0224,-0.0378,0
475.40,9508.00,15.05,20.00,-1.75,0.0135,-0.0448,0
475.60,9512.00,14.90,20.00,-1.64,0.0186,-0.0574,0
475.80,9516.00,14.77,20.00,-1.52,0.0098,-0.0416,0
476.00,9520.00,14.65,20.00,-1.38,0.0092,-0.0504,0
476.20,9524.00,14.56,20.00,-1.23,0.0080,-0.0585,0
476.40,9528.00,14.49,20.00,-1.06,0.0022,-0.0550,0
476.60,9532.00,14.44,20.00,-0.89,0.0013,-0.0455,0
476.80,9536.00,14.43,20.00,-0.71,-0.0047,-0.0449,0
477.00,9540.00,14.43,20.00,-0.52,-0.0086,-0.0399,0
477.20,9544.00,14.47,20.00,-0.32,-0.0144,-0.0430,0
477.40,9548.00,14.53,20.00,-0.12,-0.0116,-0.0422,0
477.60,9552.00,14.62,20.00,0.08,-0.0220,-0.0514,0
477.80,9556.00,14.73,20.00,0.28,-0.0233,-0.0550,0
478.00,9560.00,14.87,20.00,0.47,-0.0216,-0.0410,0
478.20,9564.00,15.04,20.00,0.67,-0.0299,-0.0455,0
478.40,9568.00,15.22,20.00,0.85,-0.0271,-0.0451,0
478.60,9572.00,15.43,20.00,1.03,-0.0261,-0.0378,0
478.80,9576.00,15.66,20.00,1.19,-0.0333,-0.0411,0
479.00,9580.00,15.91,20.00,1.35,-0.0315,-0.0441,0
479.20,9584.00,16.17,20.00,1.49,-0.0291,-0.0363,0
479.40,9588.00,16.44,20.00,1.61,-0.0267,-0.0230,0
479.60,9592.00,16.72,20.00,1.72,-0.0306,-0.0229,0
479.80,9596.00,17.01,20.00,1.82,-0.0303,-0.0300,0
480.00,9600.00,17.30,20.00,1.89,-0.0272,-0.0274,0
480.20,9604.00,17.60,20.00,1.95,-0.0211,-0.0256,0
480.40,9608.00,17.89,20.00,1.98,-0.0208,-0.0261,0
480.60,9612.00,18.17,20.00,2.00,-0.0205,-0.0211,0
480.80,9616.00,18.44,20.00,2.00,-0.0161,-0.0168,0
481.00,9620.00,18.70,20.00,1.97,-0.0104,-0.0043,0
481.20,9624.00,18.95,20.00,1.93,-0.0122,0.0021,0
481.40,9628.00,19.18,20.00,1.87,-0.0089,-0.0128,0
481.60,9632.00,19.38,20.00,1.78,-0.0064,-0.0081,0
481.80,9636.00,19.56,20.00,1.69,-0.0013,0.0058,0
